,State,Lon,Lat,SorgType,Crop,Year,AbovegroundBiomass_gCm,GrainYield_gCm2,StrawYield_gCm2,Delta_soilC_gCm2,NO3leach_gNm2yr,N2Oflux_gNm2yr,NOflux_gNm2yr,CH4oxidation_gCm2yr,direct_N2O_gCO2e,indirect_N2O_vol_gCO2e,indirect_N2O_NO3_gCO2e,CH4_gCO2e,net_GHG_gCO2e,Delta_soilC_gCO2e,g CO2e/bu,g CO2e/bu without SOC
0,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2020,62.371,60.1583,2.2127,,3.5001,0.054468,0.043561,0.143659,23.366772,2.12384172,11.26157175,-5.3441148,,,,0.0
1,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2021,622.8216,0.0708,622.7508,75.4815000000003,1.9457,0.075499,0.023749,0.134326,32.389071,1.98369171,6.26028975,-4.9969272,-241.129374740001,-276.765500000001,11796.529508894942,6994.738018394461
2,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2022,125.8205,121.3703,4.4502,-106.3506,2.1053,0.068875,0.023285,0.12325,29.547375,3.29332575,6.77380275,-4.5849,424.981803500001,389.952200000001,,0.0
3,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2023,769.5774,0.0874,769.49,75.2273,2.5564,0.101389,0.029925,0.119631,43.495881,2.39591781,8.225217,-4.4502732,-226.166690723333,-275.833433333333,10448.118611246093,6575.099760403063
4,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2024,37.2714,35.9348,1.3366,-95.1234999999997,2.8859,0.058754,0.021489,0.134422,25.205466,1.55835966,9.28538325,-5.0004984,379.834877176665,348.786166666666,,0.0
5,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2025,703.6622,0.0799,703.5823,13.3177999999998,3.0545,0.108618,0.032721,0.121368,46.597122,2.31152922,9.82785375,-4.5148896,5.38968203666737,-48.8319333333326,7491.811248435025,6741.926176309512
6,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2026,171.5403,165.473,6.0673,-57.4719,1.6114,0.067833,0.027203,0.123736,29.100357,3.86457357,5.1846795,-4.6029792,244.27693087,210.7303,,0.0
7,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2027,606.7125,0.0691,606.6434,63.5214999999998,1.9521,0.089544,0.027801,0.132398,38.414376,2.07483276,6.28088175,-4.9252056,-191.067281756666,-232.912166666666,11201.409462996786,7053.165940478777
8,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2028,138.7213,133.8047,4.9166,-61.9269999999997,3.8093,0.066088,0.021767,0.122102,28.351752,3.41693352,12.25642275,-4.5421944,266.548580536665,227.065666666665,,0.0
9,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2029,749.0125,0.0851,748.9274,62.5529999999999,2.5288,0.103104,0.035483,0.122628,44.231616,2.37324516,8.136414,-4.5617616,-179.18148644,-229.361,9932.910921921512,6623.996624078839
10,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2030,54.1603,52.2023,1.958,-78.5248999999999,3.4242,0.085574,0.029822,0.124654,36.711246,2.06981346,11.0173635,-4.6371288,333.085927493333,287.924633333333,,0.0
11,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2031,656.4946,0.0743,656.4203,16.4911999999999,3.154,0.10566,0.031856,0.120749,45.32814,2.2190454,10.147995,-4.4918628,-7.26441573333309,-60.4677333333331,7877.152108636826,6881.866918041847
12,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2032,127.8798,123.0129,4.8669,-51.1138000000001,2.8091,0.060882,0.021693,0.134156,26.118378,3.33110778,9.03827925,-4.9906032,220.914428496667,187.417266666667,,0.0
13,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2033,606.8445,0.069,606.7755,74.4141,2.5236,0.096065,0.029855,0.136395,41.211885,2.04961185,8.119683,-5.073894,-226.54441415,-272.8517,11911.197478491024,7052.674569683106
14,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2034,30.0178,28.9536,1.0642,-84.8429999999998,2.0621,0.052978,0.020294,0.137042,22.727562,1.34224662,6.63480675,-5.0979624,336.697652969999,311.090999999999,,0.0
15,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2035,683.3837,0.0777,683.306,113.1828,0.8969,0.064388,0.025297,0.140407,27.622452,2.12092452,2.88577575,-5.2231404,-387.59758813,-415.0036,13361.81399860947,6799.722839003583
16,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2036,75.1147,72.4493,2.6654,-101.0876,1.6848,0.052592,0.01888,0.137913,22.561968,2.38477668,5.420844,-5.1303636,395.891758413334,370.654533333334,,0.0
17,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2037,594.1343,0.0675,594.0668,32.9055000000003,3.9088,0.082043,0.031102,0.128028,35.196447,1.99803747,12.576564,-4.7626416,-75.6450931300011,-120.653500000001,9295.362318426964,7100.9900288737
18,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2038,165.9541,159.9197,6.0344,-49.2144000000003,3.9564,0.063425,0.023168,0.133247,27.209325,3.76243725,12.729717,-4.9567884,219.197490850001,180.452800000001,,0.0
19,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2039,694.1828,0.0783,694.1045,132.8853,1.303,0.082104,0.027086,0.129679,35.222616,2.19907116,4.1924025,-4.8240588,-450.45606914,-487.2461,14353.068562768425,6768.52353752535
20,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2040,91.1889,87.9492,3.2397,-118.6509,3.6286,0.08137,0.027396,0.12206,34.90773,2.7737853,11.6750205,-4.540632,479.869203799999,435.053299999999,,0.0
21,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2041,727.4462,0.083,727.3632,142.4485,1.1151,0.064936,0.02511,0.134459,27.857544,2.21808444,3.58783425,-5.0018748,-493.649578776666,-522.311166666667,14436.845774591402,6678.244341568808
22,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2042,111.7289,107.7771,3.9518,-109.3591,2.4598,0.055196,0.021133,0.134015,23.679084,2.97895884,7.9144065,-4.985358,430.570458006667,400.983366666667,,0.0
23,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2043,738.3171,0.0828,738.2343,24.643,3.5647,0.121299,0.03,0.111782,52.037271,2.40239571,11.46942225,-4.1582904,-28.6068681066668,-90.3576666666668,7972.9470318075355,6650.503638318731
24,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2044,143.8735,138.5447,5.3288,-53.3325,2.1868,0.061546,0.023434,0.12731,26.403234,3.51284934,7.036029,-4.735932,227.76868034,195.5525,,0.0
25,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2045,680.0488,0.0772,679.9716,56.0344,2.775,0.094376,0.027135,0.125593,40.487304,2.18822604,8.9285625,-4.6720596,-158.527433726667,-205.459466666667,10074.241362719475,6809.557828351205
26,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2046,72.6884,70.1174,2.571,-61.8317999999999,2.5408,0.053681,0.022771,0.135818,23.029149,2.30708049,8.175024,-5.0524296,255.17542389,226.7166,,0.0
27,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2047,642.2642,0.0728,642.1914,-4.45229999999992,4.6088,0.154001,0.040582,0.116901,66.066429,2.40454929,14.828814,-4.3487172,95.2761750899997,16.3250999999997,6653.461816441535,6928.122910893447
28,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2048,64.9046,62.6026,2.302,-63.7808,1.8972,0.051204,0.020882,0.133694,21.966516,2.17461816,6.104241,-4.9734168,259.134891693333,233.862933333333,,0.0
29,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2049,583.1844,0.0661,583.1183,94.6469999999999,1.9055,0.086615,0.031611,0.134977,37.157835,2.00220735,6.13094625,-5.0211444,-306.7691558,-347.039,13574.54590225934,7144.302743296598
30,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2050,71.7744,68.9986,2.7758,-91.8557000000001,3.1697,0.063613,0.023174,0.131373,27.289977,2.40245577,10.19850975,-4.8870756,371.808100253334,336.804233333334,,0.0
31,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2051,666.2338,0.0755,666.1583,38.509,3.6429,0.111762,0.042791,0.12203,47.945898,2.25251598,11.72103075,-4.539516,-83.8197379366667,-141.199666666667,9141.488492907647,6851.348554868889
32,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2052,151.8768,146.5763,5.3005,-69.7402999999999,2.7703,0.073954,0.024491,0.118057,31.726266,3.59825466,8.91344025,-4.3917204,295.560673843333,255.714433333333,,0.0
33,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2053,775.8401,0.0886,775.7515,68.5500999999999,1.8617,0.095576,0.03295,0.128429,41.002104,2.39929404,5.99001975,-4.7775588,-206.736507676666,-251.350366666666,10061.483717815145,6560.723932907289
34,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2054,43.5138,41.9669,1.5469,-61.4512,2.8102,0.049975,0.018635,0.136638,21.439275,1.66741575,9.0418185,-5.0829336,252.386642316667,225.321066666667,,0.0
35,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2055,689.5473,0.0781,689.4692,43.1203999999998,2.2472,0.096304,0.028989,0.127065,41.314416,2.17933716,7.230366,-4.726818,-112.110832173333,-158.108133333333,9259.475775218025,6781.796089873004
36,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2056,88.2612,85.1245,3.1367,-76.7617,4.2012,0.062109,0.022643,0.129698,26.644761,2.64396561,13.517361,-4.8247656,319.440888676667,281.459566666667,,0.0
37,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2057,614.7082,0.0697,614.6385,68.3528000000001,2.3628,0.080256,0.028162,0.126069,34.429824,2.01825624,7.602309,-4.6897668,-211.266310893334,-250.626933333334,11429.470722632754,7023.7826577281685
38,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2058,60.7339,58.5791,2.1548,-76.2294999999999,2.498,0.059016,0.023707,0.132387,25.317864,2.10817464,8.037315,-4.9247964,310.046723906666,279.508166666666,,0.0
39,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2059,621.2487,0.0706,621.1781,92.5214000000001,2.2044,0.075469,0.021478,0.133467,32.376201,1.99214301,7.092657,-4.9649724,-302.749104723334,-339.245133333334,12901.00415185196,7000.30946183652
40,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2060,120.0647,115.818,4.2467,-88.4526000000001,1.9791,0.060176,0.020767,0.123997,25.815504,3.14918604,6.36775425,-4.6126884,355.04595589,324.3262,,0.0
41,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2061,723.0845,0.0821,723.0024,89.9110999999998,2.5272,0.094013,0.028543,0.120029,40.331577,2.25144777,8.131266,-4.4650788,-283.424821363333,-329.674033333333,11616.247681858145,6689.609137246351
42,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2062,35.0218,33.765,1.2568,-83.5371,2.5948,0.05078,0.018828,0.134723,21.78462,1.4495052,8.348769,-5.0116956,332.8738986,306.3027,,0.0
43,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2063,666.9584,0.0757,666.8827,29.6118000000001,2.8362,0.099986,0.030414,0.121484,42.893994,2.19684894,9.1254735,-4.5192048,-58.8794883600005,-108.5766,8608.221594672024,6849.113600329538
44,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2064,165.7148,159.8535,5.8613,-45.6156999999998,1.4589,0.059033,0.024197,0.123939,25.325157,3.72729357,4.69401075,-4.6105308,196.393497186666,167.257566666666,,0.0
45,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2065,587.6951,0.0669,587.6282,75.4838999999997,1.8373,0.08425,0.026392,0.132589,36.14325,2.0087925,5.91151275,-4.9323108,-237.643055549999,-276.774299999999,12215.221094193455,7126.2650188394655
46,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2066,134.193,129.4371,4.7559,-52.9076999999997,3.5205,0.058269,0.019563,0.122272,24.997401,3.30488301,11.32720875,-4.5485184,229.075874359999,193.994899999999,,0.0
47,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2067,717.936,0.0816,717.8544,73.6825999999996,2.3604,0.096182,0.033581,0.12274,41.262078,2.26804578,7.594587,-4.565928,-223.610750553332,-270.169533333332,10769.560100455801,6703.201711260615
48,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2068,51.763,49.8889,1.8741,-71.0917999999997,3.1822,0.077424,0.027292,0.12475,33.214896,1.96921296,10.2387285,-4.6407,301.452070793332,260.669933333332,,0.0
49,Arkansas,268.47822,34.21908,SweetSorghum,Sorghum,2069,631.6703,0.0715,631.5988,27.0243999999998,2.9842,0.099234,0.030199,0.120777,42.571386,2.13570786,9.6016635,-4.4929044,-49.2736137066659,-99.0894666666659,8658.998937704215,6963.911738283898
50,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2070,122.8902,118.2141,4.6761,-44.4267,2.6249,0.054832,0.01984,0.134256,23.522928,3.21206028,8.44561575,-4.9943232,193.08418083,162.8979,,0.0
51,Arkansas,268.47822,34.21908,SweetSorghum,Soybean,2070,122.8902,118.2141,4.6761,0.0,2.6249,0.054832,0.01984,0.134256,23.522928,3.21206028,8.44561575,-4.9943232,30.18628083,0.0,,0.0
52,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2020,167.3121,159.7719,7.5402,,4.2075,0.08767,0.058012,0.119216,37.61043,4.1839083,13.53763125,-4.4348352,,,,0.0
53,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2021,782.1545,0.0855,782.069,88.3469,3.2904,0.132345,0.043745,0.108897,56.776005,2.56861605,10.586862,-4.0509684,-258.058118683333,-323.938633333333,11021.79398295287,6546.462502357902
54,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2022,139.4548,134.5637,4.8911,-105.2324,2.7185,0.08239,0.025908,0.117656,35.34531,3.4864401,8.74677375,-4.3768032,429.053853983333,385.852133333333,,0.0
55,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2023,778.1996,0.0861,778.1135,22.2141000000001,3.7262,0.150883,0.034167,0.10511,64.728807,2.67216807,11.9890485,-3.910092,-5.97176843000055,-81.4517000000005,7686.371837239189,6555.3677854077205
56,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2024,106.6992,102.3179,4.3813,-88.4648000000002,3.6308,0.084214,0.025544,0.114007,36.127806,3.17079906,11.682099,-4.2410604,371.110576993334,324.370933333334,,0.0
57,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2025,714.547,0.0806,714.4664,19.0482999999999,3.5909,0.132334,0.034519,0.108598,56.771286,2.44630386,11.55372075,-4.0398456,-3.1123016566664,-69.8437666666664,7768.4697899449375,6712.255926411024
58,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2026,110.4372,106.5335,3.9037,-50.1016,2.6414,0.058934,0.025539,0.127451,25.282686,2.97139986,8.4987045,-4.7411772,215.717479826667,183.705866666667,,0.0
59,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2027,711.54,0.08,711.46,38.7375999999999,3.6359,0.132789,0.038715,0.110963,56.966481,2.45726481,11.69850825,-4.1278236,-75.0434362066664,-142.037866666666,8877.409900163222,6720.361786083678
60,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2028,150.2574,144.9478,5.3096,-80.0708,3.1286,0.083973,0.024872,0.112927,36.024417,3.66869217,10.0662705,-4.2008844,339.151428603333,293.592933333333,,0.0
61,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2029,691.1983,0.0737,691.1246,17.8292999999999,4.0891,0.138135,0.0361,0.109656,59.259915,2.39182515,13.15667925,-4.0792032,5.35511620000047,-65.3740999999995,7799.065357141211,6777.048467997848
62,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2030,85.7441,82.0732,3.6709,-44.2635999999998,2.1808,0.05846,0.021939,0.123328,25.07934,2.7861834,7.016724,-4.5878016,192.594312466666,162.299866666666,,0.0
63,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2031,631.6434,0.0681,631.5753,103.6284,2.1726,0.09296,0.024653,0.122282,39.87984,2.1289554,6.9903405,-4.5488904,-335.5205545,-379.9708,13464.302212192557,6964.004141190472
64,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2032,111.0368,107.1074,3.9294,-93.9121,3.4097,0.07932,0.024873,0.12149,34.02828,3.0918888,10.97070975,-4.519428,387.915817216667,344.344366666667,,0.0
65,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2033,791.6644,0.0896,791.5748,47.8353999999999,2.4808,0.107344,0.029188,0.114292,46.050576,2.53772376,7.981974,-4.2516624,-123.077855306666,-175.396466666666,8919.471556999162,6525.413182928946
66,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2034,203.2964,195.9517,7.3447,-68.7053000000001,3.4231,0.087102,0.024838,0.104802,37.366758,4.33419558,11.01382425,-3.8986344,300.735576763334,251.919433333334,,0.0
67,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2035,662.4701,0.0732,662.3969,54.1001000000001,3.055,0.13174,0.041259,0.109296,56.51646,2.3214906,9.8294625,-4.0658112,-133.765431433334,-198.367033333334,10098.661291266659,6863.035952719658
68,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2036,117.9622,112.2551,5.7071,-69.2285000000002,4.3118,0.101272,0.027282,0.108868,43.445688,3.60305088,13.8732165,-4.0498896,310.709899113334,253.837833333334,,0.0
69,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2037,639.5538,0.0713,639.4825,108.0949,3.4341,0.102169,0.025562,0.11282,43.830501,2.18304801,11.04921675,-4.196904,-343.482104906667,-396.347966666667,13633.769583950458,6937.166448784215
70,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2038,159.1266,153.4477,5.6789,-95.8613,2.966,0.089242,0.029746,0.108909,38.284818,3.78696318,9.543105,-4.0514148,399.054904713333,351.491433333333,,0.0
71,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2039,810.8601,0.0907,810.7694,56.2719999999999,2.9065,0.130639,0.034667,0.110041,56.044131,2.61921231,9.35166375,-4.0935252,-142.409184806666,-206.330666666666,9234.050503092298,6484.42933984094
72,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2040,175.3415,168.8715,6.47,-61.3676999999998,3.2922,0.089409,0.025709,0.11526,38.356461,4.03006461,10.5926535,-4.287672,273.706407109999,225.014899999999,,0.0
73,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2041,629.1624,0.0652,629.0972,87.3242,1.8232,0.103475,0.031867,0.120688,44.390775,2.15132775,5.866146,-4.4895936,-272.270078183333,-320.188733333333,12471.745052587292,6972.560476860095
74,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2042,70.1027,67.1095,2.9932,-92.3069,3.1974,0.075602,0.023835,0.117789,32.433258,2.51780958,10.2876345,-4.3817508,379.315584613333,338.458633333333,,0.0
75,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2043,794.5547,0.0899,794.4648,70.7307999999998,3.2688,0.108498,0.030578,0.112696,46.545642,2.48690442,10.517364,-4.1922912,-203.988647446666,-259.346266666666,10046.162307239785,6519.115601688598
76,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2044,75.614,72.5913,3.0227,-70.0283999999997,0.4181,0.054555,0.019816,0.124888,23.404095,2.49787395,1.34523675,-4.6458336,279.372172099999,256.770799999999,,0.0
77,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2045,765.1387,0.0847,765.054,58.0527999999999,4.6128,0.134029,0.036199,0.115314,57.498441,2.52650541,14.841684,-4.2896808,-142.283317056666,-212.860266666666,9591.572831922189,6585.431158386686
78,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2046,65.9331,62.8981,3.035,-91.1597000000002,4.1692,0.089465,0.026091,0.114208,38.380485,2.51593485,13.414401,-4.2485376,384.314516583334,334.252233333334,,0.0
79,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2047,659.0361,0.074,658.9621,45.8272000000002,3.2561,0.103531,0.033806,0.118331,44.414799,2.22835899,10.47650175,-4.4019132,-115.315320126667,-168.033066666667,9628.936254851931,6873.815997806485
80,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2048,112.1609,107.8451,4.3158,-57.8189000000002,1.5098,0.067119,0.026306,0.123277,28.794051,3.14207751,4.8577815,-4.5859044,244.210638943334,212.002633333334,,0.0
81,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2049,577.7123,0.0645,577.6478,35.2212,5.2412,0.127086,0.033196,0.113651,54.519894,2.13807594,16.863561,-4.2278172,-59.8506862599998,-129.1444,9582.129484787192,7166.563108521477
82,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2050,112.3869,108.405,3.9819,-54.5419999999999,2.5234,0.064908,0.02554,0.119413,27.845532,3.03778332,8.1190395,-4.4421636,234.547524553333,199.987333333333,,0.0
83,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2051,616.6845,0.0696,616.6149,81.0051000000003,3.2403,0.110332,0.028215,0.118261,47.332428,2.16830328,10.42566525,-4.3993092,-241.491612670001,-297.018700000001,12221.098572799741,7016.637421296923
84,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2052,83.3564,80.3779,2.9785,-91.3288000000002,3.4547,0.091676,0.026933,0.114344,39.329004,2.68457904,11.11549725,-4.2535968,383.747750156668,334.872266666667,,0.0
85,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2053,731.9561,0.0829,731.8732,82.7885999999999,3.2296,0.10343,0.035269,0.117985,44.37147,2.3497617,10.391238,-4.389042,-250.834772299999,-303.558199999999,11148.01761792205,6666.6358237938175
86,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2054,136.9411,131.9844,4.9567,-62.7889,1.748,0.062668,0.023277,0.121252,26.884572,3.40440672,5.62419,-4.5105744,261.628560986667,230.225966666667,,0.0
87,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2055,715.787,0.0773,715.7097,45.4754000000003,2.0037,0.136583,0.039515,0.115482,58.594107,2.45252007,6.44690475,-4.2959304,-103.545531913334,-166.743133333334,9226.141480923514,6708.933136745982
88,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2056,117.7634,113.312,4.4514,-47.2417,2.394,0.059478,0.022699,0.124753,25.516062,3.16206462,7.702695,-4.6408116,204.959576686667,173.219566666667,,0.0
89,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2057,787.6958,0.0892,787.6066,67.1630999999998,3.244,0.110468,0.032992,0.116344,47.390772,2.48505972,10.43757,-4.3279968,-190.279295079999,-246.264699999999,9912.438890740415,6534.135531834075
90,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2058,163.7031,156.4486,7.2545,-66.491,3.1927,0.082716,0.028082,0.110552,35.485164,4.06741764,10.27251225,-4.1125344,289.512892823333,243.800333333333,,0.0
91,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2059,730.2428,0.0799,730.1629,97.7161000000001,3.5027,0.124909,0.036934,0.108226,53.585961,2.40158061,11.26993725,-4.0260072,-295.060895006667,-358.292366666667,11972.852693637411,6671.028982263093
92,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2060,134.0108,129.3096,4.7012,-87.6896999999999,2.4964,0.069503,0.022447,0.118484,29.816787,3.33977787,8.032167,-4.4076048,358.31002707,321.5289,,0.0
93,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2061,735.0502,0.0813,734.9689,40.3087999999998,3.5243,0.137291,0.031921,0.105534,58.897839,2.49759939,11.33943525,-3.9258648,-78.9899244933326,-147.798933333333,8831.50173442129,6658.753975276693
94,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2062,102.1526,97.9531,4.1995,-75.8446999999996,3.3111,0.072656,0.02245,0.114345,31.169424,3.02597724,10.65346425,-4.253634,318.692464823332,278.097233333332,,0.0
95,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2063,677.418,0.0764,677.3416,34.8649999999998,3.3668,0.122524,0.032436,0.108738,52.562796,2.31798996,10.832679,-4.0450536,-66.1699219733325,-127.838333333333,8856.582590739245,6817.38467446051
96,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2064,106.725,102.9501,3.7749,-41.9169999999999,2.4172,0.051267,0.022773,0.127635,21.993543,2.86600743,7.777341,-4.748022,181.584536096666,153.695666666666,,0.0
97,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2065,676.7665,0.0761,676.6904,50.0749000000001,3.4432,0.124325,0.036597,0.111024,53.335425,2.33687025,11.078496,-4.1300928,-120.987268216667,-183.607966666667,9750.95236343643,6819.3323410185285
98,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2066,145.8377,140.6821,5.1556,-69.9313999999999,2.8724,0.073893,0.022326,0.113067,31.700097,3.55080297,9.241947,-4.2060924,296.701887903333,256.415133333333,,0.0
99,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2067,660.0502,0.0703,659.9799,30.4162999999999,3.88,0.12877,0.033946,0.109754,55.24233,2.2757163,12.4839,-4.0828488,-45.6073358333328,-111.526433333333,8696.43201504105,6870.620854190287
100,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2068,82.7683,79.2309,3.5374,-37.9915000000001,2.0471,0.052967,0.020159,0.123472,22.722843,2.68754343,6.58654425,-4.5931584,166.705938946667,139.302166666667,,0.0
101,Arkansas,268.48454,33.25266,SweetSorghum,Sorghum,2069,612.9169,0.0661,612.8508,108.8396,2.0204,0.087493,0.023519,0.122307,37.534497,2.06474697,6.500637,-4.5498204,-357.528472763334,-399.078533333334,14066.07124557322,7030.298844075926
102,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2070,108.1438,104.313,3.8308,-86.8501000000001,3.1637,0.072023,0.022805,0.121571,30.897867,3.00352767,10.17920475,-4.5224412,358.008524886667,318.450366666667,,0.0
103,Arkansas,268.48454,33.25266,SweetSorghum,Soybean,2070,108.1438,104.313,3.8308,0.0,3.1637,0.072023,0.022805,0.121571,30.897867,3.00352767,10.17920475,-4.5224412,39.55815822,0.0,,0.0
104,Illinois,271.32502,38.1389,SweetSorghum,Sorghum,2020,844.6652,0.096,844.5692,,2.0738,0.085333,0.036251,0.125587,36.607857,2.66637657,6.6724515,-4.6718364,,,6416.78250745964,6416.78250745964
105,Illinois,271.32502,38.1389,SweetSorghum,Soybean,2021,63.8337,61.5738,2.2599,-178.9907,2.3486,0.079557,0.026791,0.115416,34.129953,2.28981753,7.5566205,-4.2934752,695.982149163334,656.299233333334,,0.0
106,Illinois,271.32502,38.1389,SweetSorghum,Sorghum,2022,724.7639,0.0824,724.6815,58.1478999999999,5.2848,0.139189,0.036381,0.10526,59.712081,2.58124581,17.003844,-3.915672,-137.827467856666,-213.208966666666,9864.022377700598,6685.21711717646
107,Illinois,271.32502,38.1389,SweetSorghum,Soybean,2023,143.2265,138.1215,5.105,-125.1064,2.9732,0.082903,0.02329,0.113334,35.565387,3.58344987,9.566271,-4.2160248,503.222549736665,458.723466666665,,0.0
108,Illinois,271.32502,38.1389,SweetSorghum,Sorghum,2024,672.941,0.0765,672.8645,118.2163,3.128,0.090331,0.027678,0.119186,38.751999,2.27125899,10.06434,-4.4337192,-386.805887876667,-433.459766666667,13791.12646497899,6830.844801084317
109,Illinois,271.32502,38.1389,SweetSorghum,Soybean,2025,158.3247,152.7212,5.6035,-133.3359,1.9633,0.088359,0.024921,0.118997,37.906011,3.79904811,6.31691775,-4.4266884,532.49358846,488.8983,,0.0
